userId,genre_rank,genre,watch_count,avg_user_genre_rating
49,1,Adventure,3,4.0
49,2,Horror,3,4.0
49,3,Mystery,3,3.667
49,4,Action,14,3.643
49,5,Drama,8,3.5
50,1,Horror,3,4.0
50,2,Musical,4,3.5
50,3,Documentary,2,3.5
50,4,Crime,27,3.333
50,5,Drama,72,3.278
51,1,Horror,2,4.5
51,2,Sci-Fi,4,4.25
51,3,Action,9,4.222
51,4,Crime,5,4.2
51,5,Adventure,10,4.0
52,1,IMAX,3,4.0
52,2,Children,18,3.889
52,3,Fantasy,14,3.821
52,4,Drama,22,3.795
52,5,Comedy,31,3.79
53,1,Drama,10,4.0
53,2,Horror,3,4.0
53,3,Romance,2,4.0
53,4,Comedy,13,3.769
53,5,Animation,2,3.75
54,1,War,15,3.733
54,2,Drama,77,3.39
54,3,Mystery,16,3.281
54,4,Crime,22,3.25
54,5,Western,4,3.25
55,1,Fantasy,2,4.5
55,2,Western,2,4.5
55,3,Comedy,12,4.167
55,4,Romance,5,4.1
55,5,Drama,11,3.5
56,1,Mystery,2,5.0
56,2,War,4,4.5
56,3,Crime,7,4.429
56,4,Drama,17,4.353
56,5,Fantasy,3,4.333
57,1,Romance,17,4.324
57,2,Drama,59,4.254
57,3,Documentary,2,4.25
57,4,Crime,29,4.241
57,5,Thriller,31,4.226
58,1,Animation,2,3.0
58,2,Musical,2,3.0
58,3,Children,3,2.833
58,4,Mystery,3,2.833
58,5,Thriller,6,2.417
59,1,Adventure,10,4.3
59,2,Crime,8,4.25
59,3,Horror,2,4.25
59,4,Mystery,5,4.1
59,5,Thriller,12,4.042
60,1,Documentary,4,4.625
60,2,Film-Noir,2,4.5
60,3,IMAX,3,4.0
60,4,Mystery,14,3.893
60,5,Thriller,43,3.779
61,1,Mystery,13,3.923
61,2,Romance,23,3.674
61,3,Film-Noir,6,3.667
61,4,Drama,98,3.633
61,5,Thriller,33,3.621
62,1,Film-Noir,7,3.571
62,2,War,31,3.113
62,3,Mystery,88,2.96
62,4,Documentary,12,2.958
62,5,IMAX,18,2.806
63,1,Musical,14,3.643
63,2,Documentary,15,3.533
63,3,Film-Noir,4,3.5
63,4,War,60,3.4
63,5,Drama,502,3.346
64,1,Fantasy,8,3.438
64,2,Musical,3,3.167
64,3,Children,10,3.15
64,4,Animation,6,3.083
64,5,Horror,4,3.0
65,1,War,5,4.4
65,2,Western,3,4.333
65,3,Horror,4,4.0
65,4,Mystery,3,4.0
65,5,Drama,23,3.957
66,1,Documentary,8,4.125
66,2,Film-Noir,2,4.0
66,3,Animation,16,3.813
66,4,Mystery,20,3.7
66,5,War,6,3.667
67,1,Action,4,4.625
67,2,Adventure,3,4.5
67,3,Sci-Fi,5,4.3
67,4,Comedy,17,3.765
67,5,Drama,13,3.731
68,1,War,2,5.0
68,2,Romance,12,4.0
68,3,Drama,23,3.957
68,4,Comedy,5,3.6
68,5,Crime,3,3.333
69,1,Mystery,23,4.0
69,2,Film-Noir,8,4.0
69,3,Thriller,99,3.854
69,4,Drama,166,3.819
69,5,War,36,3.75
70,1,Crime,7,4.5
70,2,Musical,2,4.5
70,3,Drama,16,4.344
70,4,Sci-Fi,10,4.3
70,5,Thriller,10,4.25
71,1,IMAX,2,4.75
71,2,Animation,6,4.5
71,3,Children,12,4.458
71,4,Musical,10,4.45
71,5,War,3,4.333
72,1,Children,5,4.4
72,2,War,6,4.333
72,3,Animation,3,4.333
72,4,Musical,4,3.75
72,5,Romance,24,3.708
73,1,Crime,5,5.0
73,2,Thriller,10,4.5
73,3,Action,3,4.333
73,4,Drama,14,4.286
73,5,Romance,5,3.8
74,1,War,3,5.0
74,2,Musical,6,4.333
74,3,IMAX,3,4.333
74,4,Animation,6,3.917
74,5,Mystery,3,3.667
75,1,Mystery,3,4.667
75,2,Musical,7,4.286
75,3,Crime,6,4.167
75,4,Comedy,22,4.045
75,5,Sci-Fi,18,3.833
76,1,Fantasy,5,4.5
76,2,Adventure,9,4.333
76,3,War,5,4.3
76,4,IMAX,2,4.25
76,5,Drama,12,4.208
77,1,Musical,2,4.5
77,2,Children,4,4.25
77,3,Film-Noir,2,4.25
77,4,Crime,11,4.136
77,5,Horror,4,4.0
78,1,Action,27,5.0
78,2,Adventure,20,5.0
78,3,Sci-Fi,18,5.0
78,4,IMAX,16,5.0
78,5,Comedy,13,5.0
79,1,Crime,29,3.845
79,2,Mystery,7,3.786
79,3,Drama,51,3.784
79,4,Action,34,3.735
79,5,Adventure,28,3.714
80,1,Crime,8,4.563
80,2,Thriller,7,4.357
80,3,Drama,17,4.265
80,4,Action,4,4.25
80,5,War,2,4.25
81,1,Crime,3,4.667
81,2,Thriller,3,4.667
81,3,Action,4,4.5
81,4,Drama,3,4.333
81,5,Adventure,10,4.1
82,1,Crime,5,4.4
82,2,Children,3,4.167
82,3,Thriller,4,3.875
82,4,Drama,12,3.792
82,5,Adventure,2,3.75
83,1,Musical,3,4.167
83,2,Mystery,8,3.813
83,3,Action,67,3.56
83,4,IMAX,15,3.533
83,5,Horror,2,3.5
84,1,Action,11,4.273
84,2,Musical,2,4.25
84,3,Adventure,15,4.2
84,4,Crime,9,4.167
84,5,IMAX,13,4.115
85,1,Fantasy,4,5.0
85,2,War,3,4.5
85,3,Adventure,12,4.25
85,4,Crime,15,4.233
85,5,Action,15,4.167
86,1,Thriller,15,4.567
86,2,War,2,4.5
86,3,Drama,28,4.143
86,4,Sci-Fi,13,4.115
86,5,Crime,17,4.029
87,1,Film-Noir,9,4.111
87,2,War,22,4.045
87,3,Western,4,4.0
87,4,Crime,46,3.815
87,5,Drama,149,3.705
88,1,Film-Noir,6,4.667
88,2,Documentary,9,4.5
88,3,War,28,4.482
88,4,Western,17,4.412
88,5,Drama,271,4.216
89,1,Musical,12,3.792
89,2,Animation,18,3.778
89,3,IMAX,6,3.75
89,4,Fantasy,30,3.717
89,5,Children,33,3.636
90,1,Western,2,5.0
90,2,Adventure,2,3.0
90,3,Romance,2,3.0
90,4,Comedy,7,2.714
90,5,Crime,3,2.667
91,1,War,5,4.6
91,2,Animation,2,4.5
91,3,Children,2,4.5
91,4,Romance,7,4.429
91,5,Mystery,3,4.333
92,1,Mystery,2,5.0
92,2,Crime,8,4.625
92,3,Sci-Fi,4,4.25
92,4,Fantasy,2,4.0
92,5,Horror,2,4.0
93,1,Crime,5,4.0
93,2,Comedy,16,3.75
93,3,Drama,22,3.727
93,4,Romance,12,3.5
93,5,Mystery,2,3.5
94,1,Mystery,12,3.667
94,2,Crime,6,3.667
94,3,Horror,21,3.643
94,4,Romance,4,3.625
94,5,Drama,18,3.528
95,1,Drama,5,3.8
95,2,Crime,3,3.667
95,3,Romance,6,3.5
95,4,War,2,3.5
95,5,Adventure,14,3.143
96,1,Sci-Fi,5,3.2
96,2,Thriller,16,3.125
96,3,Adventure,13,3.077
96,4,Drama,16,3.0
96,5,Action,15,2.933
97,1,Crime,5,4.6
97,2,Mystery,9,4.389
97,3,Romance,6,4.333
97,4,Drama,17,4.265
97,5,Musical,6,4.25
98,1,Action,4,3.75
98,2,Comedy,6,3.667
98,3,Adventure,3,3.667
98,4,Drama,7,3.571
98,5,Mystery,9,3.556
99,1,Romance,3,3.833
99,2,Comedy,6,3.667
99,3,Fantasy,3,3.667
99,4,Sci-Fi,3,3.5
99,5,Action,8,3.438
100,1,IMAX,2,5.0
100,2,Action,8,4.063
100,3,Drama,28,3.536
100,4,Musical,14,3.536
100,5,Adventure,24,3.5
101,1,Crime,24,4.646
101,2,Mystery,7,4.643
101,3,Drama,29,4.328
101,4,Thriller,20,4.275
101,5,Comedy,31,4.194
102,1,Film-Noir,2,5.0
102,2,Animation,7,4.286
102,3,Children,6,4.167
102,4,Crime,27,4.0
102,5,Adventure,17,4.0
103,1,Children,5,4.0
103,2,Fantasy,5,4.0
103,3,Romance,12,3.917
103,4,Drama,21,3.905
103,5,Adventure,9,3.889
104,1,IMAX,3,4.667
104,2,Mystery,8,4.125
104,3,Horror,4,4.0
104,4,War,3,4.0
104,5,Sci-Fi,13,3.923
105,1,Animation,2,4.0
105,2,Mystery,2,4.0
105,3,War,12,3.833
105,4,Drama,50,3.72
105,5,Romance,39,3.692
106,1,Romance,3,5.0
106,2,Mystery,5,4.8
106,3,Crime,11,4.773
106,4,Animation,11,4.727
106,5,Children,8,4.688
107,1,Film-Noir,6,4.333
107,2,Mystery,42,3.69
107,3,Crime,86,3.651
107,4,Sci-Fi,40,3.575
107,5,Thriller,133,3.504
108,1,Mystery,8,4.75
108,2,War,3,4.667
108,3,Drama,23,4.652
108,4,Thriller,25,4.64
108,5,Crime,19,4.526
109,1,Film-Noir,8,4.875
109,2,Animation,46,4.522
109,3,Mystery,51,4.51
109,4,IMAX,4,4.5
109,5,Documentary,2,4.5
110,1,Documentary,6,4.667
110,2,Film-Noir,3,4.5
110,3,Musical,12,4.417
110,4,IMAX,4,4.375
110,5,Drama,104,4.361
111,1,War,5,4.8
111,2,Western,2,4.5
111,3,IMAX,3,4.333
111,4,Drama,18,4.222
111,5,Romance,11,4.091
112,1,Mystery,5,4.8
112,2,War,6,4.333
112,3,Romance,15,4.267
112,4,Fantasy,6,4.167
112,5,Comedy,25,4.08
113,1,Documentary,2,3.75
113,2,Mystery,28,3.607
113,3,Drama,170,3.576
113,4,Crime,66,3.576
113,5,Musical,15,3.533
114,1,War,3,4.5
114,2,Adventure,65,3.923
114,3,Drama,48,3.865
114,4,IMAX,18,3.833
114,5,Fantasy,45,3.767
115,1,Comedy,13,2.962
115,2,Sci-Fi,5,2.8
115,3,Horror,2,2.75
115,4,Western,2,2.75
115,5,Animation,5,2.6
116,1,Animation,3,5.0
116,2,Musical,2,5.0
116,3,Children,5,4.8
116,4,Fantasy,3,4.667
116,5,Mystery,3,4.667
117,1,Crime,3,4.333
117,2,Animation,4,4.0
117,3,Thriller,14,3.857
117,4,Drama,10,3.8
117,5,Sci-Fi,4,3.75
118,1,IMAX,2,4.5
118,2,Animation,7,3.857
118,3,Musical,4,3.75
118,4,Adventure,76,3.605
118,5,Crime,37,3.568
119,1,Western,2,5.0
119,2,War,11,4.773
119,3,Crime,19,4.711
119,4,Thriller,28,4.679
119,5,Sci-Fi,6,4.667
120,1,IMAX,2,5.0
120,2,War,3,4.667
120,3,Drama,19,4.632
120,4,Romance,17,4.588
120,5,Musical,21,4.524
121,1,Western,2,5.0
121,2,War,6,4.5
121,3,Drama,34,4.353
121,4,Action,4,4.25
121,5,Mystery,4,4.25
122,1,Animation,28,4.107
122,2,Mystery,32,3.875
122,3,Crime,71,3.831
122,4,Children,31,3.774
122,5,Drama,97,3.773
123,1,Thriller,5,4.3
123,2,Mystery,2,4.0
123,3,Crime,11,3.909
123,4,Drama,62,3.815
123,5,Musical,8,3.813
124,1,Crime,11,5.0
124,2,Film-Noir,3,5.0
124,3,Animation,2,5.0
124,4,Musical,6,4.667
124,5,Thriller,27,4.556
125,1,Adventure,3,4.167
125,2,Thriller,2,3.25
125,3,Comedy,10,2.7
125,4,Action,3,2.5
125,5,Mystery,2,2.25
126,1,Fantasy,4,4.75
126,2,War,4,4.375
126,3,Adventure,16,4.25
126,4,Action,17,4.147
126,5,Thriller,15,3.967
127,1,Crime,4,4.0
127,2,Mystery,4,3.75
127,3,Drama,14,3.286
127,4,Action,16,3.063
127,5,Sci-Fi,16,2.875
128,1,Film-Noir,7,4.0
128,2,Western,17,3.765
128,3,Drama,413,3.65
128,4,Musical,27,3.648
128,5,Crime,305,3.61
129,1,Mystery,2,3.5
129,2,Crime,9,3.111
129,3,Children,3,3.0
129,4,Drama,11,2.909
129,5,Thriller,15,2.867
130,1,Film-Noir,6,3.833
130,2,Documentary,7,3.357
130,3,War,27,3.13
130,4,Drama,215,3.114
130,5,Mystery,46,2.87
131,1,Drama,19,3.789
131,2,Romance,8,3.75
131,3,Comedy,5,3.6
131,4,Musical,2,3.5
131,5,War,2,3.5
132,1,Adventure,4,4.5
132,2,Western,2,4.5
132,3,War,5,4.4
132,4,Action,5,4.2
132,5,Comedy,11,4.182
133,1,Horror,5,3.6
133,2,Romance,11,3.455
133,3,Crime,9,3.444
133,4,Thriller,11,3.364
133,5,Action,15,3.333
134,1,Crime,10,4.6
134,2,Horror,7,4.571
134,3,Animation,2,4.5
134,4,Mystery,5,4.4
134,5,Comedy,20,4.35
135,1,Comedy,14,4.214
135,2,Film-Noir,9,4.0
135,3,Action,7,4.0
135,4,Mystery,13,3.923
135,5,War,9,3.889
136,1,Drama,13,4.346
136,2,Mystery,5,4.3
136,3,Action,10,4.15
136,4,Fantasy,11,3.955
136,5,Sci-Fi,14,3.929
137,1,Western,13,4.154
137,2,IMAX,8,4.063
137,3,War,15,4.033
137,4,Mystery,19,3.947
137,5,Musical,8,3.938
138,1,IMAX,2,5.0
138,2,Sci-Fi,6,4.833
138,3,War,3,4.667
138,4,Adventure,13,4.462
138,5,Drama,26,4.385
139,1,War,4,4.0
139,2,Documentary,2,4.0
139,3,Crime,15,3.767
139,4,Drama,90,3.722
139,5,Romance,47,3.713
140,1,Documentary,2,4.0
140,2,War,8,3.75
140,3,Western,3,3.333
140,4,Fantasy,5,3.2
140,5,Drama,108,3.148
141,1,War,3,4.5
141,2,Animation,4,4.25
141,3,Children,4,4.0
141,4,Documentary,3,4.0
141,5,IMAX,3,4.0
142,1,Crime,2,4.75
142,2,Musical,2,4.75
142,3,Fantasy,4,4.625
142,4,Romance,12,4.458
142,5,Drama,9,4.278
143,1,War,5,5.0
143,2,Romance,12,4.5
143,3,Mystery,4,4.5
143,4,Drama,23,4.478
143,5,IMAX,3,4.333
144,1,Action,4,5.0
144,2,Mystery,3,5.0
144,3,Sci-Fi,8,4.938
144,4,Crime,6,4.833
144,5,Drama,35,4.786
145,1,Horror,4,5.0
145,2,Film-Noir,3,5.0
145,3,Sci-Fi,2,5.0
145,4,Mystery,5,4.8
145,5,Musical,6,4.5
146,1,Musical,7,4.714
146,2,Children,12,4.417
146,3,Fantasy,12,4.417
146,4,Adventure,18,4.278
146,5,Mystery,4,4.25
147,1,Film-Noir,7,4.714
147,2,Musical,8,4.5
147,3,Animation,9,4.444
147,4,Adventure,30,4.4
147,5,Mystery,22,4.364
148,1,War,6,4.167
148,2,Western,4,3.75
148,3,Drama,33,3.606
148,4,Romance,18,3.5
148,5,Crime,15,3.4
149,1,War,6,4.5
149,2,Drama,56,4.429
149,3,Horror,5,4.4
149,4,Mystery,10,4.3
149,5,Musical,5,4.2
150,1,Documentary,2,4.75
150,2,Musical,13,4.538
150,3,Fantasy,19,4.342
150,4,Film-Noir,3,4.167
150,5,Children,16,4.156
151,1,Fantasy,4,4.5
151,2,Animation,2,4.5
151,3,Children,5,4.4
151,4,Drama,14,4.071
151,5,Sci-Fi,6,4.0
152,1,IMAX,4,4.625
152,2,Fantasy,5,4.6
152,3,Drama,7,4.429
152,4,Mystery,4,4.125
152,5,Crime,6,4.083
153,1,IMAX,3,3.333
153,2,Drama,18,3.222
153,3,Crime,9,3.222
153,4,Adventure,13,3.077
153,5,Thriller,18,3.056
154,1,Crime,5,3.8
154,2,Comedy,9,3.667
154,3,Drama,20,3.55
154,4,Romance,11,3.455
154,5,Musical,3,3.333
155,1,Children,5,3.8
155,2,Action,6,3.667
155,3,War,3,3.667
155,4,Comedy,21,3.619
155,5,Musical,5,3.6
156,1,IMAX,4,4.5
156,2,War,12,4.083
156,3,Romance,71,4.07
156,4,Sci-Fi,36,3.972
156,5,Action,74,3.919
157,1,Western,3,4.333
157,2,Children,4,4.25
157,3,War,5,4.2
157,4,Romance,13,4.0
157,5,Fantasy,10,4.0
158,1,Documentary,2,4.25
158,2,Animation,12,4.042
158,3,Drama,104,4.034
158,4,Crime,67,4.022
158,5,War,27,4.019
159,1,Drama,14,3.821
159,2,Sci-Fi,8,3.688
159,3,Thriller,7,3.643
159,4,Romance,8,3.625
159,5,Crime,6,3.583
160,1,IMAX,2,4.5
160,2,War,52,4.481
160,3,Western,22,4.364
160,4,Romance,198,4.207
160,5,Drama,489,4.086
161,1,Animation,8,4.375
161,2,IMAX,25,4.16
161,3,Western,2,4.0
161,4,Crime,51,3.99
161,5,Adventure,76,3.77
162,1,Thriller,15,3.533
162,2,Action,10,3.5
162,3,Adventure,8,3.5
162,4,Romance,6,3.5
162,5,Comedy,8,3.375
163,1,Film-Noir,2,4.25
163,2,War,11,4.045
163,3,Romance,10,3.85
163,4,Crime,22,3.818
163,5,IMAX,2,3.75
164,1,War,55,4.245
164,2,Western,17,4.235
164,3,IMAX,59,4.136
164,4,Film-Noir,6,4.083
164,5,Drama,346,4.032
165,1,Crime,2,4.5
165,2,Fantasy,5,4.2
165,3,Children,7,3.857
165,4,Drama,7,3.857
165,5,Animation,3,3.667
166,1,Film-Noir,3,4.833
166,2,Mystery,14,4.429
166,3,Drama,54,4.222
166,4,Thriller,50,4.11
166,5,Crime,40,4.088
167,1,Documentary,2,4.75
167,2,Animation,8,4.375
167,3,Mystery,14,4.321
167,4,Musical,5,4.3
167,5,Adventure,26,4.269
168,1,War,7,4.357
168,2,IMAX,7,4.0
168,3,Documentary,2,4.0
168,4,Drama,61,3.836
168,5,Musical,6,3.833
169,1,Mystery,6,3.5
169,2,Crime,30,3.467
169,3,War,12,3.417
169,4,Drama,53,3.396
169,5,Romance,17,3.235
170,1,Horror,2,4.5
170,2,Animation,4,4.125
170,3,Mystery,4,4.125
170,4,Children,3,4.0
170,5,Comedy,20,3.95
171,1,Animation,3,4.667
171,2,Musical,3,4.667
171,3,Romance,7,4.286
171,4,Fantasy,7,4.143
171,5,Adventure,12,4.0
172,1,Adventure,2,5.0
172,2,Romance,5,4.4
172,3,Mystery,4,4.25
172,4,Drama,13,3.808
172,5,Action,3,3.333
173,1,Romance,5,4.0
173,2,Musical,2,4.0
173,3,Mystery,8,3.75
173,4,Horror,12,3.667
173,5,Animation,3,3.667
174,1,Film-Noir,14,4.393
174,2,Documentary,2,4.25
174,3,Mystery,20,4.225
174,4,Drama,64,4.172
174,5,Romance,19,4.132
175,1,Documentary,2,5.0
175,2,Musical,3,4.333
175,3,Sci-Fi,24,4.208
175,4,Action,17,4.118
175,5,Drama,21,4.0
176,1,Crime,9,4.111
176,2,Mystery,2,4.0
176,3,Horror,5,3.8
176,4,Thriller,18,3.667
176,5,War,3,3.667
177,1,Film-Noir,3,3.833
177,2,Mystery,51,3.588
177,3,Musical,13,3.5
177,4,Western,12,3.5
177,5,IMAX,6,3.5
178,1,Animation,2,5.0
178,2,Musical,2,5.0
178,3,War,2,4.5
178,4,Children,3,4.333
178,5,IMAX,3,4.333
179,1,Documentary,4,3.625
179,2,Mystery,52,3.163
179,3,Fantasy,62,3.008
179,4,Film-Noir,3,3.0
179,5,IMAX,2,3.0
180,1,Documentary,2,4.25
180,2,War,9,4.056
180,3,IMAX,5,3.9
180,4,Crime,21,3.81
180,5,Drama,72,3.806
181,1,Drama,5,4.0
181,2,Sci-Fi,7,3.714
181,3,Crime,7,3.571
181,4,Action,13,3.462
181,5,Adventure,13,3.462
182,1,Crime,12,3.625
182,2,Adventure,3,3.167
182,3,Drama,27,3.13
182,4,War,4,2.5
182,5,Action,9,2.444
183,1,Romance,43,3.663
183,2,Fantasy,33,3.455
183,3,War,6,3.417
183,4,Drama,66,3.364
183,5,Comedy,65,3.362
184,1,Children,2,4.0
184,2,Romance,2,4.0
184,3,Horror,3,3.833
184,4,Comedy,7,3.571
184,5,Fantasy,4,3.25
185,1,Crime,5,3.8
185,2,Drama,6,3.75
185,3,Action,25,3.58
185,4,Adventure,12,3.542
185,5,Fantasy,3,3.5
186,1,War,2,5.0
186,2,Romance,3,4.0
186,3,Drama,12,3.75
186,4,Thriller,12,3.583
186,5,Comedy,8,3.5
187,1,War,2,4.5
187,2,Animation,7,4.429
187,3,IMAX,3,4.333
187,4,Musical,8,4.25
187,5,Romance,25,4.16
188,1,Horror,11,4.091
188,2,War,14,4.071
188,3,Mystery,15,4.067
188,4,Drama,128,4.031
188,5,Crime,53,4.019
189,1,Mystery,45,4.611
189,2,Fantasy,11,4.545
189,3,Film-Noir,20,4.525
189,4,Crime,68,4.5
189,5,Drama,165,4.452
190,1,Crime,13,3.154
190,2,Romance,7,3.143
190,3,Adventure,11,3.091
190,4,Thriller,28,3.0
190,5,Action,19,3.0
191,1,War,2,4.0
191,2,Action,6,3.833
191,3,Romance,5,3.7
191,4,Drama,9,3.667
191,5,Comedy,12,3.625
192,1,Western,21,4.095
192,2,Film-Noir,2,4.0
192,3,Animation,27,3.981
192,4,Children,53,3.972
192,5,Documentary,4,3.875
193,1,Animation,15,4.133
193,2,Musical,30,4.1
193,3,Children,27,3.852
193,4,Fantasy,28,3.786
193,5,Romance,20,3.75
194,1,Western,2,3.5
194,2,Romance,149,3.369
194,3,War,20,3.3
194,4,Adventure,67,3.201
194,5,Drama,234,3.135
