userId,genre_rank,genre,watch_count,avg_user_genre_rating
80,2,Comedy,11,3.455
80,3,Crime,8,4.563
80,4,Thriller,7,4.357
80,5,Romance,7,4.0
81,1,Animation,18,3.778
81,2,Children,14,3.714
81,3,Adventure,10,4.1
81,4,Comedy,10,4.0
81,5,Fantasy,7,4.0
82,1,Drama,12,3.792
82,2,Comedy,10,3.65
82,3,Romance,9,3.667
82,4,Crime,5,4.4
82,5,Thriller,4,3.875
83,1,Comedy,72,3.188
83,2,Action,67,3.56
83,3,Adventure,61,3.41
83,4,Sci-Fi,40,3.462
83,5,Drama,36,3.486
84,1,Drama,24,4.063
84,2,Comedy,22,3.818
84,3,Romance,18,3.861
84,4,Adventure,15,4.2
84,5,IMAX,13,4.115
85,1,Drama,34,4.103
85,2,Crime,15,4.233
85,3,Action,15,4.167
85,4,Thriller,15,4.067
85,5,Adventure,12,4.25
86,1,Drama,28,4.143
86,2,Comedy,23,3.5
86,3,Crime,17,4.029
86,4,Action,17,3.912
86,5,Adventure,16,3.219
87,1,Drama,149,3.705
87,2,Action,83,3.59
87,3,Thriller,81,3.556
87,4,Comedy,78,3.141
87,5,Adventure,66,3.485
88,1,Comedy,330,4.059
88,2,Drama,271,4.216
88,3,Action,231,3.994
88,4,Thriller,178,4.025
88,5,Adventure,164,4.034
89,1,Comedy,89,3.23
89,2,Drama,76,3.066
89,3,Action,65,3.554
89,4,Adventure,64,3.555
89,5,Thriller,58,3.233
90,1,Thriller,8,1.75
90,2,Drama,8,1.625
90,3,Comedy,7,2.714
90,4,Action,7,2.143
90,5,Crime,3,2.667
91,1,Drama,28,4.25
91,2,Comedy,9,3.889
91,3,Action,8,3.875
91,4,Romance,7,4.429
91,5,Adventure,6,4.167
92,1,Comedy,18,3.389
92,2,Drama,17,3.882
92,3,Thriller,14,3.929
92,4,Romance,12,3.0
92,5,Action,10,3.7
93,1,Drama,22,3.727
93,2,Comedy,16,3.75
93,3,Romance,12,3.5
93,4,Thriller,7,3.286
93,5,Adventure,6,3.333
94,1,Thriller,23,3.457
94,2,Horror,21,3.643
94,3,Drama,18,3.528
94,4,Mystery,12,3.667
94,5,Comedy,8,3.25
95,1,Action,19,3.105
95,2,Adventure,14,3.143
95,3,Thriller,13,3.0
95,4,Comedy,11,2.909
95,5,Sci-Fi,9,2.889
96,1,Comedy,22,2.864
96,2,Thriller,16,3.125
96,3,Drama,16,3.0
96,4,Action,15,2.933
96,5,Adventure,13,3.077
97,1,Adventure,70,4.093
97,2,Action,56,4.054
97,3,Sci-Fi,49,4.184
97,4,Animation,41,4.061
97,5,Children,38,4.013
98,1,Thriller,13,3.231
98,2,Mystery,9,3.556
98,3,Drama,7,3.571
98,4,Horror,7,3.143
98,5,Comedy,6,3.667
99,1,Drama,11,2.955
99,2,Action,8,3.438
99,3,Comedy,6,3.667
99,4,Adventure,6,3.333
99,5,Romance,3,3.833
100,1,Drama,28,3.536
100,2,Adventure,24,3.5
100,3,Comedy,23,3.174
100,4,Children,21,3.333
100,5,Animation,17,3.471
101,1,Comedy,31,4.194
101,2,Drama,29,4.328
101,3,Action,27,3.963
101,4,Crime,24,4.646
101,5,Thriller,20,4.275
102,1,Drama,70,3.729
102,2,Comedy,45,3.489
102,3,Thriller,37,3.649
102,4,Crime,27,4.0
102,5,Action,27,3.37
103,1,Drama,21,3.905
103,2,Comedy,18,3.833
103,3,Romance,12,3.917
103,4,Adventure,9,3.889
103,5,Action,7,3.571
104,1,Comedy,42,3.571
104,2,Drama,37,3.73
104,3,Thriller,35,3.886
104,4,Action,33,3.606
104,5,Romance,23,3.783
105,1,Drama,50,3.72
105,2,Romance,39,3.692
105,3,Action,37,3.459
105,4,Comedy,35,3.4
105,5,Thriller,30,3.633
106,1,Action,34,4.353
106,2,Adventure,25,4.28
106,3,Drama,21,4.643
106,4,Sci-Fi,16,4.281
106,5,Comedy,15,4.567
107,1,Drama,207,3.391
107,2,Comedy,149,3.477
107,3,Thriller,133,3.504
107,4,Action,119,3.319
107,5,Crime,86,3.651
108,1,Comedy,58,4.207
108,2,Adventure,34,4.176
108,3,Action,32,4.469
108,4,Thriller,25,4.64
108,5,Drama,23,4.652
109,1,Comedy,331,4.106
109,2,Drama,313,4.297
109,3,Action,262,4.053
109,4,Adventure,194,4.093
109,5,Thriller,191,4.162
110,1,Comedy,118,4.055
110,2,Drama,104,4.361
110,3,Action,72,3.854
110,4,Adventure,58,4.224
110,5,Thriller,56,3.75
111,1,Drama,18,4.222
111,2,Comedy,15,3.867
111,3,Action,14,3.643
111,4,Thriller,13,3.692
111,5,Romance,11,4.091
112,1,Drama,36,4.056
112,2,Comedy,25,4.08
112,3,Sci-Fi,23,3.565
112,4,Romance,15,4.267
112,5,Adventure,11,4.0
113,1,Comedy,237,3.344
113,2,Drama,170,3.576
113,3,Action,125,3.316
113,4,Adventure,103,3.345
113,5,Romance,101,3.426
114,1,Action,74,3.649
114,2,Sci-Fi,70,3.714
114,3,Adventure,65,3.923
114,4,Comedy,54,3.185
114,5,Drama,48,3.865
115,1,Drama,28,2.232
115,2,Action,16,2.219
115,3,Comedy,13,2.962
115,4,Crime,12,2.458
115,5,Adventure,12,2.292
116,1,Thriller,15,3.933
116,2,Drama,10,3.9
116,3,Crime,9,4.0
116,4,Comedy,8,3.625
116,5,Adventure,7,3.714
117,1,Thriller,14,3.857
117,2,Adventure,12,3.667
117,3,Action,11,3.727
117,4,Comedy,11,3.182
117,5,Drama,10,3.8
118,1,Drama,133,3.323
118,2,Action,130,3.462
118,3,Comedy,130,3.281
118,4,Romance,95,3.253
118,5,Thriller,84,3.423
119,1,Drama,35,4.586
119,2,Thriller,28,4.679
119,3,Action,26,4.596
119,4,Crime,19,4.711
119,5,Romance,12,4.25
120,1,Comedy,23,4.478
120,2,Musical,21,4.524
120,3,Drama,19,4.632
120,4,Romance,17,4.588
120,5,Children,16,4.375
121,1,Comedy,45,3.778
121,2,Drama,34,4.353
121,3,Romance,24,4.042
121,4,Adventure,7,3.714
121,5,War,6,4.5
122,1,Thriller,146,3.411
122,2,Action,138,3.326
122,3,Drama,97,3.773
122,4,Adventure,95,3.537
122,5,Comedy,86,3.547
123,1,Comedy,147,3.663
123,2,Romance,90,3.656
123,3,Drama,62,3.815
123,4,Children,14,3.75
123,5,Fantasy,14,3.679
124,1,Drama,79,4.392
124,2,Comedy,42,4.5
124,3,Romance,36,4.333
124,4,Thriller,27,4.556
124,5,Adventure,22,4.5
125,1,Comedy,10,2.7
125,2,Drama,9,2.111
125,3,Adventure,3,4.167
125,4,Action,3,2.5
125,5,Crime,3,1.667
126,1,Action,17,4.147
126,2,Comedy,17,3.412
126,3,Adventure,16,4.25
126,4,Drama,16,3.781
126,5,Thriller,15,3.967
127,1,Adventure,36,2.75
127,2,Animation,27,2.481
127,3,Children,21,2.333
127,4,Fantasy,18,2.611
127,5,Action,16,3.063
128,1,Thriller,514,3.393
128,2,Comedy,471,3.423
128,3,Action,463,3.285
128,4,Drama,413,3.65
128,5,Crime,305,3.61
129,1,Thriller,15,2.867
129,2,Drama,11,2.909
129,3,Crime,9,3.111
129,4,Comedy,8,2.375
129,5,Action,8,2.125
130,1,Drama,215,3.114
130,2,Action,176,2.131
130,3,Thriller,163,2.469
130,4,Comedy,162,2.151
130,5,Sci-Fi,154,2.393
131,1,Drama,19,3.789
131,2,Romance,8,3.75
131,3,Comedy,5,3.6
131,4,Thriller,4,3.0
131,5,Musical,2,3.5
132,1,Drama,25,4.0
132,2,Thriller,12,3.75
132,3,Comedy,11,4.182
132,4,Crime,11,4.0
132,5,Romance,11,3.636
133,1,Drama,39,3.154
133,2,Comedy,25,3.2
133,3,Adventure,21,3.19
133,4,Action,15,3.333
133,5,Children,12,2.75
134,1,Thriller,29,3.759
134,2,Drama,28,4.25
134,3,Action,25,3.72
134,4,Comedy,20,4.35
134,5,Adventure,17,3.882
135,1,Drama,36,3.833
135,2,Thriller,20,3.55
135,3,Crime,17,3.882
135,4,Romance,17,3.706
135,5,Comedy,14,4.214
136,1,Sci-Fi,14,3.929
136,2,Drama,13,4.346
136,3,Thriller,13,3.731
136,4,Comedy,12,3.792
136,5,Fantasy,11,3.955
137,1,Drama,155,3.916
137,2,Comedy,147,3.548
137,3,Adventure,65,3.792
137,4,Action,61,3.721
137,5,Romance,58,3.707
138,1,Comedy,27,3.815
138,2,Drama,26,4.385
138,3,Children,16,4.25
138,4,Romance,16,3.875
138,5,Adventure,13,4.462
139,1,Drama,90,3.722
139,2,Comedy,53,3.613
139,3,Romance,47,3.713
139,4,Thriller,27,3.574
139,5,Adventure,21,3.595
140,1,Drama,108,3.148
140,2,Comedy,59,2.881
140,3,Thriller,54,2.907
140,4,Romance,44,3.136
140,5,Action,44,2.818
141,1,Adventure,22,3.523
141,2,Action,18,3.444
141,3,Drama,18,3.333
141,4,Comedy,14,3.643
141,5,Sci-Fi,12,3.625
142,1,Comedy,16,4.125
142,2,Romance,12,4.458
142,3,Drama,9,4.278
142,4,Fantasy,4,4.625
142,5,Children,4,3.125
143,1,Action,29,4.138
143,2,Drama,23,4.478
143,3,Comedy,22,4.136
143,4,Thriller,22,3.909
143,5,Adventure,18,4.278
144,1,Drama,35,4.786
144,2,Romance,25,4.72
144,3,Comedy,25,4.54
144,4,Fantasy,24,4.667
144,5,Animation,22,4.568
145,1,Drama,43,4.163
145,2,Crime,19,4.368
145,3,Comedy,16,4.125
145,4,Romance,13,4.154
145,5,Action,12,4.167
146,1,Drama,52,4.0
146,2,Comedy,36,3.833
146,3,Romance,30,4.1
146,4,Adventure,18,4.278
146,5,Action,17,4.118
147,1,Drama,93,4.355
147,2,Thriller,65,4.108
147,3,Comedy,64,4.297
147,4,Action,47,4.085
147,5,Crime,43,4.326
148,1,Drama,33,3.606
148,2,Comedy,29,3.138
148,3,Action,29,2.931
148,4,Thriller,28,3.179
148,5,Romance,18,3.5
149,1,Drama,56,4.429
149,2,Comedy,50,3.92
149,3,Thriller,46,3.761
149,4,Action,43,3.605
149,5,Crime,32,4.156
150,1,Drama,103,3.966
150,2,Comedy,91,3.83
150,3,Romance,82,3.921
150,4,Thriller,39,3.59
150,5,Action,37,3.635
151,1,Comedy,20,3.55
151,2,Thriller,17,3.765
151,3,Drama,14,4.071
151,4,Action,14,3.571
151,5,Adventure,13,3.846
152,1,Action,23,4.0
152,2,Adventure,16,4.0
152,3,Thriller,12,4.042
152,4,Sci-Fi,10,4.0
152,5,Drama,7,4.429
153,1,Drama,18,3.222
153,2,Thriller,18,3.056
153,3,Action,15,3.0
153,4,Adventure,13,3.077
153,5,Comedy,12,3.0
154,1,Drama,20,3.55
154,2,Thriller,16,2.875
154,3,Romance,11,3.455
154,4,Comedy,9,3.667
154,5,Mystery,9,2.667
155,1,Drama,22,3.545
155,2,Comedy,21,3.619
155,3,Romance,12,3.417
155,4,Action,6,3.667
155,5,Crime,6,3.5
156,1,Comedy,159,3.711
156,2,Drama,125,3.728
156,3,Children,81,3.457
156,4,Adventure,80,3.825
156,5,Action,74,3.919
157,1,Action,97,3.691
157,2,Sci-Fi,70,3.514
157,3,Thriller,55,3.527
157,4,Adventure,54,3.815
157,5,Drama,35,3.657
158,1,Action,149,3.849
158,2,Thriller,109,3.917
158,3,Drama,104,4.034
158,4,Adventure,74,3.858
158,5,Crime,67,4.022
159,1,Adventure,27,3.444
159,2,Action,22,3.523
159,3,Comedy,17,2.971
159,4,Drama,14,3.821
159,5,Fantasy,12,3.5
160,1,Drama,489,4.086
160,2,Romance,198,4.207
160,3,Thriller,190,3.847
160,4,Action,176,3.898
160,5,Comedy,162,4.068
161,1,Action,117,3.739
161,2,Thriller,105,3.676
161,3,Drama,82,3.732
161,4,Adventure,76,3.77
161,5,Sci-Fi,66,3.53
162,1,Drama,17,3.235
162,2,Thriller,15,3.533
162,3,Action,10,3.5
162,4,Adventure,8,3.5
162,5,Comedy,8,3.375
163,1,Drama,58,3.733
163,2,Thriller,49,3.541
163,3,Action,37,3.554
163,4,Crime,22,3.818
163,5,Horror,22,3.432
164,1,Action,430,4.007
164,2,Drama,346,4.032
164,3,Thriller,332,3.949
164,4,Comedy,312,3.851
164,5,Crime,233,4.009
165,1,Adventure,13,3.538
165,2,Comedy,13,3.0
165,3,Action,10,3.4
165,4,Thriller,9,3.556
165,5,Children,7,3.857
166,1,Drama,54,4.222
166,2,Action,54,3.75
166,3,Thriller,50,4.11
166,4,Crime,40,4.088
166,5,Comedy,35,3.886
167,1,Drama,103,4.194
167,2,Action,44,4.159
167,3,Thriller,40,4.213
167,4,Comedy,37,4.081
167,5,Romance,33,4.121
168,1,Comedy,64,3.422
168,2,Drama,61,3.836
168,3,Action,60,3.4
168,4,Adventure,49,3.5
168,5,Thriller,48,3.281
169,1,Drama,53,3.396
169,2,Action,50,3.0
169,3,Thriller,40,3.15
169,4,Comedy,36,2.972
169,5,Adventure,33,3.03
170,1,Drama,32,3.922
170,2,Comedy,20,3.95
170,3,Thriller,15,3.8
170,4,Sci-Fi,13,3.731
170,5,Action,13,3.538
171,1,Comedy,24,3.667
171,2,Drama,13,3.846
171,3,Adventure,12,4.0
171,4,Action,10,3.9
171,5,Children,9,4.0
172,1,Drama,13,3.808
172,2,Comedy,9,2.889
172,3,Romance,5,4.4
172,4,Mystery,4,4.25
172,5,Thriller,4,2.625
173,1,Drama,24,3.25
173,2,Thriller,18,3.111
173,3,Comedy,14,3.571
173,4,Horror,12,3.667
173,5,Action,9,3.444
174,1,Drama,64,4.172
174,2,Comedy,62,3.831
174,3,Thriller,50,3.76
174,4,Adventure,43,3.384
174,5,Action,41,3.024
175,1,Sci-Fi,24,4.208
175,2,Drama,21,4.0
175,3,Adventure,20,4.0
175,4,Action,17,4.118
175,5,Thriller,17,3.765
176,1,Adventure,60,3.25
176,2,Action,50,3.5
176,3,Comedy,32,3.625
176,4,Sci-Fi,28,3.107
176,5,Fantasy,23,3.261
177,1,Comedy,301,3.042
177,2,Drama,293,3.338
177,3,Action,280,3.114
177,4,Thriller,237,3.198
177,5,Crime,159,3.267
178,1,Thriller,17,4.118
178,2,Action,15,4.067
178,3,Drama,13,4.0
178,4,Adventure,11,4.091
178,5,Comedy,7,3.714
179,1,Drama,300,2.912
179,2,Comedy,234,2.594
179,3,Romance,137,2.836
179,4,Thriller,97,2.933
179,5,Adventure,78,2.66
180,1,Drama,72,3.806
180,2,Comedy,69,3.587
180,3,Adventure,53,3.679
180,4,Action,40,3.6
180,5,Fantasy,30,3.55
181,1,Action,13,3.462
181,2,Adventure,13,3.462
181,3,Thriller,13,3.462
181,4,Comedy,11,3.364
181,5,Sci-Fi,7,3.714
182,1,Drama,27,3.13
182,2,Comedy,22,2.364
182,3,Romance,15,2.367
182,4,Thriller,13,2.192
182,5,Crime,12,3.625
183,1,Drama,66,3.364
183,2,Comedy,65,3.362
183,3,Adventure,62,3.347
183,4,Action,59,3.153
183,5,Romance,43,3.663
184,1,Drama,11,3.227
184,2,Action,8,1.875
184,3,Comedy,7,3.571
184,4,Crime,7,2.429
184,5,Thriller,7,1.643
185,1,Action,25,3.58
185,2,Comedy,13,3.423
185,3,Thriller,13,3.385
185,4,Adventure,12,3.542
185,5,Sci-Fi,8,3.375
186,1,Action,15,3.4
186,2,Drama,12,3.75
186,3,Thriller,12,3.583
186,4,Adventure,10,3.2
186,5,Comedy,8,3.5
187,1,Comedy,55,3.873
187,2,Drama,33,3.939
187,3,Romance,25,4.16
187,4,Action,24,3.958
187,5,Adventure,23,4.0
188,1,Drama,128,4.031
188,2,Comedy,119,3.79
188,3,Thriller,73,3.603
188,4,Action,62,3.484
188,5,Romance,61,3.852
189,1,Drama,165,4.452
189,2,Thriller,82,4.378
189,3,Crime,68,4.5
189,4,Mystery,45,4.611
189,5,Sci-Fi,37,4.324
190,1,Thriller,28,3.0
190,2,Action,19,3.0
190,3,Comedy,19,2.895
190,4,Drama,15,2.933
190,5,Crime,13,3.154
191,1,Comedy,12,3.625
191,2,Drama,9,3.667
191,3,Action,6,3.833
191,4,Romance,5,3.7
191,5,Crime,4,3.625
192,1,Drama,406,3.791
192,2,Comedy,291,3.552
192,3,Romance,180,3.514
192,4,Thriller,151,3.642
192,5,Action,126,3.694
193,1,Sci-Fi,64,3.156
193,2,Action,45,3.511
193,3,Adventure,42,3.095
193,4,Comedy,37,3.27
193,5,Musical,30,4.1
194,1,Drama,234,3.135
